Port,TCP,UDP,Description,IANA status[1]
16300,Yes,,Oracle WebCenter Content: Records Management (formerly known as Oracle Universal Records Management). Port though often changed during installation,Unofficial
16384,,Yes,CISCO Default RTP MIN,Unofficial
16384-16403,,Yes,"Real-time Transport Protocol (RTP), RTP Control Protocol (RTCP), used by Apple's iChat for audio and video[10]",Unofficial
16384-16387,,Yes,"Real-time Transport Protocol (RTP), RTP Control Protocol (RTCP), used by Apple's FaceTime and Game Center[10]",Unofficial
16393-16402,,Yes,"Real-time Transport Protocol (RTP), RTP Control Protocol (RTCP), used by Apple's FaceTime and Game Center[10]",Unofficial
16403-16472,,Yes,"Real-time Transport Protocol (RTP), RTP Control Protocol (RTCP), used by Apple's Game Center[10]",Unofficial
16400,Yes,,Oracle WebCenter Content: Capture (formerly known as Oracle Document Capture). Port though often changed during installation,Unofficial
16482,,,CISCO Default RTP MAX,Official
16567,,Yes,Battlefield 2 and mods,Unofficial
17011,Yes,,Worms multiplayer,Unofficial
17500,Yes,Yes,Dropbox LanSync Protocol (db-lsp); used to synchronize file catalogs between Dropbox clients on a local network.,Official
18080,Yes,No,Monero P2P network communications[citation needed],Unofficial
18081,Yes,No,Monero incoming RPC calls[citation needed],Unofficial
18091,Yes,Yes,memcached Internal REST HTTPS for SSL,Unofficial
18092,Yes,Yes,memcached Internal CAPI HTTPS for SSL,Unofficial
18104,Yes,,RAD PDF Service,Official
18200,Yes,Yes,"Audition Online Dance Battle, AsiaSoft Thailand Server status/version check",Unofficial
18201,Yes,Yes,"Audition Online Dance Battle, AsiaSoft Thailand Server",Unofficial
18206,Yes,Yes,"Audition Online Dance Battle, AsiaSoft Thailand Server FAM database",Unofficial
18300,Yes,Yes,"Audition Online Dance Battle, AsiaSoft SEA Server status/version check",Unofficial
18301,Yes,Yes,"Audition Online Dance Battle, AsiaSoft SEA Server",Unofficial
18306,Yes,Yes,"Audition Online Dance Battle, AsiaSoft SEA Server FAM database",Unofficial
18333,Yes,,Bitcoin testnet[257],Unofficial
18400,Yes,Yes,"Audition Online Dance Battle, KAIZEN Brazil Server status/version check",Unofficial
18401,Yes,Yes,"Audition Online Dance Battle, KAIZEN Brazil Server",Unofficial
18505,Yes,Yes,"Audition Online Dance Battle R4p3 Server, Nexon Server status/version check",Unofficial
18506,Yes,Yes,"Audition Online Dance Battle, Nexon Server",Unofficial
18605,Yes,Yes,X-BEAT status/version check,Unofficial
18606,Yes,Yes,X-BEAT,Unofficial
19000,Yes,Yes,"Audition Online Dance Battle, G10/alaplaya Server status/version check",Unofficial
19000,,Yes,JACK sound server,Unofficial
19001,Yes,Yes,"Audition Online Dance Battle, G10/alaplaya Server",Unofficial
19132,,Yes,Minecraft: Bedrock Edition multiplayer server[citation needed],Unofficial
19133,,Yes,Minecraft: Bedrock Edition IPv6 multiplayer server[citation needed],Unofficial
19150,Yes,Yes,Gkrellm Server,Unofficial
19226,Yes,,Panda Software AdminSecure Communication Agent,Unofficial
19294,Yes,,Google Talk Voice and Video connections[307],Unofficial
19295,,Yes,Google Talk Voice and Video connections[307],Unofficial
19302,,Yes,Google Talk Voice and Video connections[307],Unofficial
19812,Yes,No,4D database SQL Communication[308],Official
19813,Yes,Yes,4D database Client Server Communication[308],Official
19814,Yes,,4D database DB4D Communication[308],Official
19999,,,"Distributed Network Protocol—Secure (DNP—Secure), a secure version of the protocol used in SCADA systems between communicating RTU's and IED's",Official
20000,,,"Distributed Network Protocol (DNP), a protocol used in SCADA systems between communicating RTU's and IED's",Official
20000,,,"Usermin, Web-based Unix/Linux user administration tool (default port)",Unofficial
20000,,Yes,Used on VoIP networks for receiving and transmitting voice telephony traffic which includes Google Voice via the OBiTalk ATA devices as well as on the MagicJack and Vonage ATA network devices.[291],Unofficial
20560,Yes,Yes,Killing Floor,Unofficial
20595,,Yes,0 A.D. Empires Ascendant,Unofficial
20808,,Yes,Ableton Link,Unofficial
21025,Yes,,"Starbound Server (default), Starbound",Unofficial
22000,Yes,,Syncthing (default),Unofficial
22136,Yes,,FLIR Systems Camera Resource Protocol,Unofficial
22222,Yes,,"Davis Instruments, WeatherLink IP",Unofficial
23073,,,Soldat Dedicated Server,Unofficial
23399,,,Skype default protocol,Unofficial
23513,?,?,Duke Nukem 3D source ports,Unofficial
24441,Yes,Yes,Pyzor spam detection network,Unofficial
24444,,,NetBeans integrated development environment,Unofficial
24465,Yes,Yes,Tonido Directory Server for Tonido which is a Personal Web App and P2P platform,Official
24554,Yes,Yes,"BINKP, Fidonet mail transfers over TCP/IP",Official
24800,,,Synergy: keyboard/mouse sharing software,Unofficial
24842,,,StepMania: Online: Dance Dance Revolution Simulator,Unofficial
25565,Yes,,Minecraft multiplayer server[309][310],Unofficial
25565,,Yes,Minecraft multiplayer server query[311],Unofficial
25575,,Yes,Minecraft multiplayer server RCON[312],Unofficial
25826,,Yes,collectd default port[313],Unofficial
26000,Yes,Yes,id Software's Quake server,Official
26000,Yes,,EVE Online,Unofficial
26000,,Yes,"Xonotic, an open-source arena shooter",Unofficial
26900–26901,Yes,,EVE Online,Unofficial
27000,Yes,,PowerBuilder SySAM license server,Unofficial
27000–27006,,Yes,id Software's QuakeWorld master server,Unofficial
27000–27009,Yes,Yes,FlexNet Publisher's License server (from the range of default ports),Official
27000–27015,No,Yes,Steam (game client traffic)[314],Unofficial
27015,No,Yes,GoldSrc and Source engine dedicated server port[314],Unofficial
27015-27018,,Yes,"Unturned, a survival game",Unofficial
27015–27030,No,Yes,Steam (matchmaking and HLTV)[314],Unofficial
27015–27030,Yes,Yes,Steam (downloads)[314],Unofficial
27016,,,Magicka server port,Unofficial
27017,Yes,No,MongoDB daemon process (mongod) and routing service (mongos)[315],Unofficial
27031,Ports 27036 & 27037,Yes,Steam (In-Home Streaming)[314],Unofficial
27036,Yes,Yes,Steam (In-Home Streaming)[314],Unofficial
27037,Yes,Ports 27031 & 27036,Steam (In-Home Streaming)[314],Unofficial
27374,,,Sub7 default.,Unofficial
27500–27900,,Yes,id Software's QuakeWorld,Unofficial
27888,,Yes,Kaillera server,Unofficial
27901–27910,,Yes,id Software's Quake II master server,Unofficial
27950,,Yes,OpenArena outgoing,Unofficial
27960–27969,,Yes,"Activision's Enemy Territory and id Software's Quake III Arena, Quake III and Quake Live and some ioquake3 derived games, such as Urban Terror (OpenArena incoming)",Unofficial
28001,,,Starsiege: Tribes[citation needed],Unofficial
28015,,Yes,Rust (video game)[316],Unofficial
28770–28771,,Yes,"AssaultCube Reloaded, a video game based upon a modification of AssaultCube[citation needed]",Unofficial
28785–28786,,Yes,Cube 2: Sauerbraten[317],Unofficial
28852,Yes,Yes,Killing Floor[citation needed],Unofficial
28910,Yes,Yes,Nintendo Wi-Fi Connection[318],Unofficial
28960,Yes,Yes,Call of Duty; Call of Duty: United Offensive; Call of Duty 2; Call of Duty 4: Modern Warfare;[citation needed] Call of Duty: World at War (PC platform)[319],Unofficial
29000,?,?,"Perfect World, an adventure and fantasy MMORPG[citation needed]",Unofficial
29070,Yes,Yes,Jedi Knight: Jedi Academy by Ravensoft[citation needed],Unofficial
29900–29901,Yes,Yes,Nintendo Wi-Fi Connection[318],Unofficial
29920,Yes,Yes,Nintendo Wi-Fi Connection[318],Unofficial
30564,Yes,,Multiplicity: keyboard/mouse/clipboard sharing software[citation needed],Unofficial
31337,Yes,,Back Orifice and  Back Orifice 2000 remote administration tools[320][321],Unofficial
31416,?,?,BOINC RPC[322],Unofficial
31438,Yes,,Rocket U2[323],Unofficial
31457,Yes,,TetriNET,Official
32137,Yes,Yes,"Immunet Protect (UDP in version 2.0,[324] TCP since version 3.0[325])",Unofficial
32400,Yes,,Plex Media Server[326],Official
32764,Yes,,"A backdoor found on certain Linksys, Netgear and other wireless DSL modems/combination routers[327]",Unofficial
32887,Yes,,"Ace of Spades, a multiplayer FPS video game[citation needed]",Unofficial
32976,Yes,,"LogMeIn Hamachi, a VPN application; also TCP port 12975 and SSL (TCP 443).[328]",Unofficial
33434,Yes,Yes,traceroute,Official
33848,,Yes,"Jenkins, a continuous integration (CI) tool[329][330]",Unofficial
34000,,Yes,"Infestation: Survivor Stories (formerly known as The War Z), a multiplayer zombie video game[verification needed]",Unofficial
34197,No,Yes,"Factorio, a multiplayer survival and factory-building game[citation needed]",Unofficial
35357,Yes,,OpenStack Identity (Keystone) administration[331],Official
37008,,Yes,TZSP intrusion detection[citation needed],Unofficial
40000,Yes,Yes,SafetyNET p – a real-time Industrial Ethernet protocol,Official
43110,Yes,,ZeroNet web UI default port[citation needed],Unofficial
43594–43595,?,?,RuneScape[332],Unofficial
44405,Yes,,Mu Online Connect Server[citation needed],Unofficial
44818,Yes,Yes,EtherNet/IP explicit messaging,Official
47001,Yes,,Windows Remote Management Service (WinRM)[333],Official
47808,Yes,Yes,BACnet Building Automation and Control Networks (4780810 = BAC016),Official
49151,Reserved,Reserved,Reserved[1],Official
